,Unnamed: 0,iteration,game_name,game_params,init_time,total_time,times,level,load
57,57,7,Minecraft,"{'window_names': ['Minecraft Launcher', 'Minecraft 1.18.1'], 'move_time': 0.0, 'kill_mode': 'keyboard'}",2022-03-19 16:32:29.731141376,53.1496934891,"[1.74163818359375, 4.481197357177734, 24.588810443878174, 26.680241107940674, 28.69386625289917, 51.82068872451782]",2.013625145,20.1076130867
58,58,8,Minecraft,"{'window_names': ['Minecraft Launcher', 'Minecraft 1.18.1'], 'move_time': 0.0, 'kill_mode': 'keyboard'}",2022-03-19 16:33:45.692040192,62.4114916325,"[1.7207751274108887, 5.167259454727173, 24.847676992416382, 27.016876220703125, 29.03437829017639, 60.860578536987305]",2.0175020695,19.6804175377
59,59,9,Minecraft,"{'window_names': ['Minecraft Launcher', 'Minecraft 1.18.1'], 'move_time': 0.0, 'kill_mode': 'keyboard'}",2022-03-19 16:35:10.642479616,47.1189782619,"[1.7549607753753662, 4.547363519668579, 22.88350558280945, 24.95287275314331, 26.986687898635864, 46.37792253494263]",2.0338151455,18.3361420631
60,60,0,Apex,"{'move_time': 0.0, 'kill_mode': 'keyboard', 'window_names': ['Apex Legends']}",2022-03-19 16:36:19.798075392,48.5975079536,"[1.7561063766479492, 34.02681541442871, 41.2931272983551, 43.36148500442505, 48.273375272750854]",4.9118902683000005,39.5370209217
61,61,1,Apex,"{'move_time': 0.0, 'kill_mode': 'keyboard', 'window_names': ['Apex Legends']}",2022-03-19 16:37:29.873509376,46.6893098354,"[1.7257978916168213, 32.2067334651947, 39.340333461761475, 41.389086961746216, 46.36652207374573]",4.977435112,37.6145355701
62,62,2,Apex,"{'move_time': 0.0, 'kill_mode': 'keyboard', 'window_names': ['Apex Legends']}",2022-03-19 16:38:38.024904448,46.2238707542,"[1.7413430213928223, 31.664429426193237, 39.60296320915222, 41.66888976097107, 45.900734424591064]",4.2318446636,37.8616201878
63,63,3,Apex,"{'move_time': 0.0, 'kill_mode': 'keyboard', 'window_names': ['Apex Legends']}",2022-03-19 16:39:45.785534976,46.3482437134,"[1.7478952407836914, 31.767907857894897, 39.01732397079468, 41.08053660392761, 46.00316548347473]",4.9226288795,37.26942873
64,64,4,Apex,"{'move_time': 0.0, 'kill_mode': 'keyboard', 'window_names': ['Apex Legends']}",2022-03-19 16:40:53.607964416,46.5194773674,"[1.7261452674865723, 31.91666340827942, 39.13633847236633, 41.20247459411621, 46.18576741218567]",4.9832928181,37.4101932049
65,65,5,Apex,"{'move_time': 0.0, 'kill_mode': 'keyboard', 'window_names': ['Apex Legends']}",2022-03-19 16:42:01.640658432,45.401676178,"[1.7278318405151367, 31.554357767105103, 38.791003465652466, 40.878368854522705, 45.08153200149536]",4.203163147,37.0631716251
66,66,6,Apex,"{'move_time': 0.0, 'kill_mode': 'keyboard', 'window_names': ['Apex Legends']}",2022-03-19 16:43:08.508798720,45.288621664,"[1.7404592037200928, 31.475664377212524, 38.66675138473511, 40.7425696849823, 44.96747946739197]",4.2249097824,36.926292181
