,/lpc/nct6793d/control/0,/lpc/nct6793d/control/1,/lpc/nct6793d/control/2,/lpc/nct6793d/control/3,/lpc/nct6793d/control/4,/lpc/nct6793d/control/5,/lpc/nct6793d/voltage/0,/lpc/nct6793d/voltage/1,/lpc/nct6793d/voltage/2,/lpc/nct6793d/voltage/3,/lpc/nct6793d/voltage/4,/lpc/nct6793d/voltage/5,/lpc/nct6793d/voltage/6,/lpc/nct6793d/voltage/7,/lpc/nct6793d/voltage/8,/lpc/nct6793d/voltage/9,/lpc/nct6793d/voltage/10,/lpc/nct6793d/voltage/11,/lpc/nct6793d/voltage/12,/lpc/nct6793d/voltage/13,/lpc/nct6793d/voltage/14,/lpc/nct6793d/temperature/0,/lpc/nct6793d/temperature/1,/lpc/nct6793d/temperature/2,/lpc/nct6793d/temperature/3,/lpc/nct6793d/temperature/4,/lpc/nct6793d/temperature/5,/lpc/nct6793d/temperature/6,/lpc/nct6793d/fan/0,/lpc/nct6793d/fan/1,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/atigpu/0/temperature/0,/atigpu/0/fan/0,/atigpu/0/control/0,/atigpu/0/clock/0,/atigpu/0/clock/1,/atigpu/0/voltage/0,/atigpu/0/load/0,/hdd/0/temperature/0,/hdd/0/load/0,/hdd/1/temperature/0,/hdd/1/load/0,/hdd/2/level/0,/hdd/2/data/0,/hdd/2/load/0,/hdd/2/temperature/0,/hdd/2/factor/0,/hdd/3/load/0
Time,"Fan Control #1","Fan Control #2","Fan Control #3","Fan Control #4","Fan Control #5","Fan Control #6","CPU VCore","Voltage #2","AVCC","3VCC","Voltage #5","Voltage #6","Voltage #7","3VSB","VBAT","VTT","Voltage #11","Voltage #12","Voltage #13","Voltage #14","Voltage #15","CPU Core","Temperature #1","Temperature #2","Temperature #3","Temperature #4","Temperature #5","Temperature #6","Fan #1","Fan #2","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Fan","GPU Fan","GPU Core","GPU Memory","GPU Core","GPU Core","Temperature","Used Space","Temperature","Used Space","Remaining Life","Total Bytes Written","Used Space","Temperature","Write Amplification","Used Space"
12/16/2021 11:45:35,26.27451,100,49.80392,49.80392,49.80392,49.80392,0.39200002,1.016,3.42400026,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,27,28.5,118,26.5,111,111,110,2166.934,1931.33044,3.076923,4.615384,0,4.6875,3.0949533,26,27,25,27,27,800.913269,800.913269,800.913269,800.913269,7.89445925,1.03260076,0.17538701,1.04648983,100.114159,25.42926,4.03533936,11.8335419,53.0000038,1155,35,300,1050,0.950000048,0,34,47.4652672,30,38.4083824,100,487.938721,48.7924347,28,1.570397,0.007537842
12/16/2021 11:45:36,27.4509811,100,49.80392,49.80392,49.80392,49.80392,0.39200002,1.016,3.42400026,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,27,28.5,118,26.5,111,111,110,2149.68164,1939.65515,1.5625,1.58730149,1.5625,4.615384,2.33191848,26,27,25,26,27,800.9132,800.9132,800.9132,800.9132,7.7861824,0.9592092,0.139746651,1.03859115,100.114151,25.435997,4.03640747,11.8324738,53.0000038,1156,35,300,1050,0.950000048,0,34,47.4652672,30,38.4083824,100,487.938721,48.7924347,28,1.570397,0.007537842
12/16/2021 11:45:37,28.62745,100,49.80392,49.80392,49.80392,49.80392,0.39200002,1.016,3.42400026,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.992000043,0.15200001,0.128,0.136,0.120000005,0.136,27,28.5,118,26.5,111,111,110,2153.11,1928.57141,0,0,1.5625,3.174603,1.18427277,26,27,25,26,27,800.877258,800.877258,800.877258,800.877258,7.80495262,0.977621853,0.13613002,1.03850758,100.109657,25.4333954,4.03599548,11.8328857,53.0000038,1156,35,300,1050,0.950000048,0,34,47.4652672,30,38.4083824,100,487.938721,48.7924347,28,1.570397,0.007537842
12/16/2021 11:45:38,28.62745,100,49.80392,49.80392,49.80392,49.80392,0.39200002,1.016,3.42400026,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,27,28.5,118,26.5,111,111,110,2156.54956,1928.57141,3.076923,0,3.076923,6.153846,3.076923,26,27,25,26,27,800.9479,800.9479,800.9479,800.9479,7.83870173,0.9964186,0.154594913,1.03754771,100.118484,25.4330368,4.03593826,11.832943,53.0000038,1157,35,300,1050,0.950000048,0,34,47.4652672,30,38.4083824,100,487.938721,48.7924347,28,1.570397,0.007537842
12/16/2021 11:45:39,28.62745,100,49.80392,49.80392,49.80392,49.80392,0.39200002,1.016,3.42400026,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,27,28.5,118,26.5,111,111,110,2149.68164,1920.34143,0,3.125,0,4.6875,1.953125,26,27,25,26,27,800.9132,800.9132,800.9132,800.9132,7.794919,0.9682417,0.1440284,1.03461313,100.114151,25.4333954,4.03599548,11.8328857,53.0000038,1157,35,300,1050,0.950000048,0,34,47.4652672,30,38.4083824,100,487.938721,48.7924347,28,1.570397,0.007537842
12/16/2021 11:45:40,28.62745,100,49.80392,49.80392,49.80392,49.80392,0.39200002,1.016,3.42400026,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,27,28,118,26.5,111,111,110,2166.934,1945.245,4.545456,1.51515007,7.575756,4.545456,4.54545,26,27,25,26,27,800.9135,800.9135,800.9135,800.9135,8.502037,1.62680316,0.182026148,1.04613209,100.114189,25.4317856,4.03574,11.8331413,53.0000038,1156,35,300,1050,0.950000048,0,34,47.4652672,30,38.4083824,100,487.938721,48.7924347,28,1.570397,0.007537842
12/16/2021 11:45:41,28.62745,100,49.80392,49.80392,49.80392,49.80392,0.39200002,1.016,3.42400026,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,27,28,118,26.5,111,111,110,2166.934,1939.65515,0,1.5625,0,7.8125,2.34375,27,27,25,26,27,800.912964,800.912964,800.912964,800.912964,7.85401249,1.00696218,0.163446113,1.03483343,100.11412,25.43267,4.035881,11.833,53.0000038,1157,35,300,1050,0.950000048,0,34,47.4652672,30,38.4083824,100,487.938721,48.7924347,28,1.570397,0.007537842
12/16/2021 11:45:42,29.0196075,100,49.80392,49.80392,49.80392,49.80392,0.39200002,1.016,3.42400026,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,28,28,118,26.5,111,111,110,2160,1928.57141,16.9230766,30.76923,18.4615364,21.53846,21.9230766,28,37,27,28,37,3904.45386,3904.45386,4004.56787,3904.45386,14.293313,7.0627923,0.49107784,1.33976543,100.1142,25.6404953,4.068859,11.8000221,53.0000038,1156,35,300,1050,0.950000048,0,34,47.4652672,30,38.4083824,100,487.938721,48.7924347,28,1.570397,0.007537842
12/16/2021 11:45:43,29.8039227,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.42400026,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,43,28,118,26.5,111,111,110,2173.913,1939.65515,80,86.15385,75.38461,80,80.38461,33,44,31,41,44,3904.45166,4004.566,3904.45166,4004.566,40.32666,32.46388,0.979976356,2.08066273,100.114143,26.7599564,4.24650574,11.6223755,53.0000038,1153,35,300,1050,0.950000048,0,34,47.4652672,30,38.4083824,100,487.938721,48.7924347,28,1.570397,0.007537842
12/16/2021 11:45:45,34.9019623,100,49.80392,49.80392,49.80392,49.80392,0.576000035,1.016,3.40800023,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,40,28,118,26.5,111,111,110,2173.913,1942.446,42.1875,43.75,50,46.875,45.703125,29,32,29,30,32,4004.56616,4004.56616,4004.56616,1902.169,29.0753651,21.1927948,1.00810182,1.78901017,100.114151,27.3023,4.332569,11.5363121,54.0000038,1153,35,900,1050,1.17500007,0,34,47.4652672,30,38.4083824,100,487.9455,48.7911644,28,1.57038558,0.007537842
12/16/2021 11:45:45,38.4313736,100,49.80392,49.80392,49.80392,49.80392,0.56,1.016,3.42400026,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,37,28,118,26.5,111,111,110,2153.11,1925.82031,36.9230728,52.30769,46.1538429,41.53846,44.2307663,39,39,39,43,44,3904.45215,3904.45215,3904.45215,3904.45215,27.21494,19.6198769,0.820412,1.65572751,100.114159,27.8224487,4.41511154,11.45377,54.0000038,1152,35,900,1050,1.17500007,0,34,47.4652672,30,38.4083824,100,487.9455,48.7911644,28,1.57038558,0.007537842
12/16/2021 11:45:47,39.6078453,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.40800023,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,41,28,118,26.5,111,111,110,2160,1928.57141,87.5,76.5625,71.875,78.125,78.515625,40,31,29,31,40,4004.565,3904.451,3904.451,3904.451,39.2242775,31.4315624,0.979880154,1.63311386,100.11412,27.5661469,4.37443924,11.494442,54.0000038,1151,35,900,1050,1.17500007,0,34,47.4652672,30,38.4083824,100,487.9455,48.7911644,28,1.57038558,0.007537842
12/16/2021 11:45:47,45.09804,100,49.80392,49.80392,49.80392,49.80392,0.584000051,1.008,3.40800023,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,40,28,118,26.5,111,111,110,2160,1931.33044,85.9375,62.5,60.9375,62.5,67.96875,38,35,38,34,38,3904.45215,3904.45215,3904.45215,3904.45215,37.841,30.014843,0.9649419,1.9990108,100.114159,27.63456,4.385296,11.4835854,54.0000038,1150,35,900,1050,1.17500007,0,34,47.4652672,30,38.4083824,100,487.9455,48.7911644,28,1.57038558,0.007537842
12/16/2021 11:45:48,39.2156868,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.008,3.42400026,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,40,28,118,26.5,111,111,110,2166.934,1953.69031,79.6875,59.375,71.875,68.75,69.921875,38,41,39,40,40,3904.45239,3904.45239,3904.45239,3904.45239,37.5491142,29.6755524,0.9683078,2.19026637,100.114166,28.3001251,4.49091339,11.3779678,54.0000038,1151,35,900,1050,1.17500007,0,34,47.4652672,30,38.4083824,100,487.9455,48.7911644,28,1.57038558,0.007537842
12/16/2021 11:45:49,39.6078453,100,49.80392,49.80392,49.80392,49.80392,0.576000035,1.008,3.42400026,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,43,28,118,26.5,111,111,110,2153.11,1917.61365,85.9375,89.0625,96.875,71.875,85.9375,38,40,41,41,41,3904.45166,3904.45166,3904.45166,3904.45166,42.8612671,35.5046654,0.334183872,2.50844479,100.114143,29.8397141,4.73522949,11.1336517,54.0000038,1152,35,300,1050,0.950000048,0,34,47.4652672,30,38.4083824,100,487.9455,48.7911644,28,1.57038558,0.007537842
12/16/2021 11:45:50,39.6078453,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.42400026,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,44,28,118,26.5,111,111,110,2166.934,1942.446,100,100,98.4375,89.0625,96.875,42,44,42,45,46,3904.45239,3904.45239,3904.45239,3904.45239,44.99416,37.53214,0.5012958,2.50844836,100.114166,30.6944427,4.870865,10.9980164,54.0000038,1152,35,300,1050,0.950000048,0,34,47.4652672,30,38.4083824,100,487.9455,48.7911644,28,1.57038558,0.007537842
12/16/2021 11:45:51,39.6078453,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.42400026,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.992000043,0.15200001,0.128,0.136,0.120000005,0.136,46,28,118,26.5,111,111,110,2156.54956,1917.61365,100,95.3125,96.875,96.875,97.265625,42,45,45,47,47,3904.45142,3904.45142,3904.45142,3904.45142,47.2310524,39.6254158,0.6454539,2.40006614,100.114143,32.2169724,5.11247253,10.7564087,53.0000038,1154,35,300,1050,0.950000048,0,34,47.4652672,30,38.4083824,100,487.9455,48.7911644,28,1.57038558,0.007537842
12/16/2021 11:45:52,41.9607849,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.42400026,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.992000043,0.15200001,0.128,0.136,0.120000005,0.136,47,28,118,26.5,111,111,110,2170.418,1950.86707,100,96.875,100,100,99.21875,43,42,44,48,48,3904.452,3904.452,3904.452,3904.452,47.61049,40.1554527,0.444527239,2.67712045,100.114151,34.0038757,5.39603424,10.472847,54.0000038,1156,35,300,1050,0.950000048,0,34,47.4652672,30,38.4083824,100,487.9455,48.7911644,28,1.57038558,0.007537842
12/16/2021 11:45:53,41.9607849,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.42400026,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,47,28.5,118,26.5,111,111,110,2160,1925.82031,100,100,98.4375,100,99.609375,42,43,47,47,47,3904.452,3904.452,3904.452,3904.452,49.2915421,41.4669571,0.7888591,2.57386971,100.114151,35.5405579,5.639889,10.2289925,53.0000038,1154,35,300,1050,0.950000048,0,34,47.4652672,30,38.4083824,100,487.9455,48.7911644,28,1.57038558,0.007537842
12/16/2021 11:45:54,40.7843132,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.42400026,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,46,28.5,118,26.5,111,111,110,2160,1917.61365,100,100,100,100,100,41,43,43,44,44,3904.45166,3904.45166,3904.45166,3904.45166,47.7547455,39.7917824,0.8070864,2.997071,100.114143,36.4161,5.77882767,10.0900536,53.0000038,1152,35,300,1050,0.950000048,2,34,47.4652672,30,38.4083824,100,487.9455,48.7911644,28,1.57038558,0.007537842
12/16/2021 11:45:55,40,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.42400026,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,46,28.5,118,26.5,111,111,110,2160,1925.82031,100,100,100,100,100,40,44,43,46,46,3904.44971,3904.44971,3904.44971,3904.44971,48.1000137,40.00315,1.01975024,2.83754253,100.1141,37.27748,5.91551971,9.95336151,53.0000038,1153,35,300,1050,0.950000048,0,34,47.4652672,30,38.4083824,100,487.9455,48.7911644,28,1.57038558,0.007537842
12/16/2021 11:45:56,38.4313736,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.42400026,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,47,28.5,118,26.5,111,111,110,2180.937,1942.446,100,100,100,100,100,43,45,44,46,47,3904.45361,3904.45361,3904.45361,3904.45361,48.3167572,40.1284142,0.9674393,3.05886459,100.114189,37.3099365,5.92066956,9.948212,54.0000038,1150,35,300,1050,0.950000048,2,34,47.4652672,30,38.4083824,100,487.9455,48.7911644,28,1.57038558,0.007537842
12/16/2021 11:45:57,38.4313736,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.42400026,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,47,28.5,118,26.5,111,111,110,2149.68164,1939.65515,100,100,100,100,100,44,45,42,46,47,3904.4502,3904.4502,3904.4502,3904.4502,49.3126259,41.14002,1.01951766,2.987461,100.114113,37.4172478,5.93769836,9.931183,53.0000038,1148,35,300,1050,0.950000048,0,34,47.4652672,30,38.4083824,100,487.9455,48.7911644,28,1.57038558,0.007537842
12/16/2021 11:45:58,37.64706,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.42400026,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,48,28.5,118,26.5,111,111,110,2153.11,1925.82031,100,100,100,100,100,43,45,46,49,49,3904.45386,3904.45386,3904.45386,3904.45386,50.8114662,42.6533,1.01834822,2.82256722,100.114204,38.1547127,6.05472565,9.814156,54.0000038,1150,35,900,1050,1.17500007,0,34,47.4652672,30,38.4083824,100,487.9455,48.7911644,28,1.57038558,0.007537842
12/16/2021 11:46:00,37.64706,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.42400026,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,47,29,118,26.5,111,111,110,2166.934,1939.65515,100,100,100,100,100,43,46,45,48,48,3904.45239,3904.45239,3904.45239,3904.45239,49.4048653,41.226368,1.01969373,2.960099,100.114166,38.24108,6.068432,9.800449,54.0000038,1150,35,900,1050,1.17500007,0,34,47.4652672,30,38.4083824,100,487.9455,48.7911644,28,1.57038558,0.007537842
12/16/2021 11:46:01,37.64706,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.40800023,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,48,29,118,26.5,111,111,110,2156.54956,1928.57141,100,100,100,100,100,45,47,47,49,49,3904.45142,3904.45142,3904.45142,3904.45142,51.17441,42.89809,1.01740825,3.04728532,100.114136,38.6118355,6.127266,9.741615,55.0000038,1149,35,900,1050,1.17500007,0,34,47.4652672,30,38.4083824,100,487.9455,48.7911644,28,1.57038558,0.007537842
12/16/2021 11:46:02,38.4313736,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.42400026,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,48,29,118,26.5,111,111,110,2170.418,1950.86707,93.75,92.1875,100,100,96.484375,45,47,47,48,48,3904.45264,3904.45264,3904.45264,3904.45264,50.0246735,41.81019,1.01834273,2.931069,100.114166,39.22047,6.22385025,9.645031,55.0000038,1150,35,900,1050,1.17500007,0,34,47.4652672,30,38.4083824,100,487.9455,48.7911644,28,1.57038558,0.007537842
12/16/2021 11:46:03,38.4313736,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.42400026,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,48,29,118,26.5,111,111,110,2173.913,1931.33044,96.92308,93.84615,100,100,97.69231,44,46,46,48,48,3904.45166,3904.45166,3904.45166,3904.45166,49.7284966,41.7031746,0.745619833,3.06903172,100.114143,39.03713,6.19475555,9.674126,54.0000038,1152,35,900,1050,1.17500007,0,34,47.4652672,30,38.4083824,100,487.9455,48.7911644,28,1.57038558,0.007537842
12/16/2021 11:46:04,38.4313736,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.008,3.40800023,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,48,29,118,26.5,111,111,110,2166.934,1939.65515,87.69231,92.30769,87.69231,100,91.92307,43,48,47,49,49,3904.452,3904.452,3904.452,3904.452,47.9814339,40.0506363,0.719274938,2.92798424,100.114151,39.13403,6.2101326,9.658749,55.0000038,1151,35,900,1050,1.17500007,0,34,47.4652672,30,38.4083824,100,487.9455,48.7911644,28,1.57038558,0.007537842
12/16/2021 11:46:05,38.4313736,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.40800023,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,48,29,118,26.5,111,111,110,2156.54956,1917.61365,89.70589,91.17647,98.52941,95.5882339,93.75,43,44,44,45,44,3904.45068,3904.45068,3904.45068,3904.45068,49.0375938,41.2633934,0.6094136,2.84919238,100.11412,39.5238647,6.27199554,9.596886,54.0000038,1153,35,300,1050,0.950000048,0,34,47.4652672,30,38.4083824,100,487.9455,48.7911644,28,1.57038558,0.007537842
12/16/2021 11:46:06,38.4313736,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.008,3.40800023,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.992000043,0.15200001,0.128,0.136,0.120000005,0.136,47,29.5,118,26.5,111,111,110,2163.46143,1942.446,100,100,100,100,100,43,45,43,47,48,3904.45044,3904.45044,3904.45044,3904.45044,48.2981224,40.8296051,0.415168881,2.714664,100.114113,39.23105,6.22552872,9.64335251,54.0000038,1152,35,300,1050,0.950000048,0,34,47.4652672,30,38.4083824,100,487.9455,48.7911644,28,1.57038558,0.007537842
12/16/2021 11:46:07,37.64706,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.008,3.40800023,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,48,29.5,118,26.5,111,111,110,2170.418,1942.446,100,100,100,100,100,44,46,47,49,49,3904.45313,3904.45313,3904.45313,3904.45313,49.48487,41.8799629,0.501124561,2.747589,100.114182,39.5709572,6.27946854,9.589413,54.0000038,1153,35,300,1050,0.950000048,0,34,47.4652672,30,38.4083824,100,487.9455,48.7911644,28,1.57038558,0.007537842
12/16/2021 11:46:08,38.4313736,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.42400026,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.992000043,0.15200001,0.128,0.136,0.120000005,0.136,47,29.5,118,26.5,111,111,110,2170.418,1917.61365,100,100,100,100,100,44,45,42,45,45,3904.45117,3904.45117,3904.45117,3904.45117,47.6346,40.01601,0.472548336,2.90589428,100.114136,41.12,6.525284,9.343597,53.0000038,1152,35,300,1050,0.950000048,0,34,47.4652672,30,38.4083824,100,487.9455,48.7911644,28,1.57038558,0.007537842
12/16/2021 11:46:09,36.47059,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.40800023,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.992000043,0.15200001,0.128,0.136,0.120000005,0.136,47,29.5,118,26.5,111,111,110,2153.11,1917.61365,98.6301346,98.6301346,98.6301346,100,98.9726,45,48,43,49,48,3904.45264,3904.45264,3904.45264,3904.45264,47.16036,39.68363,0.453430235,2.6651783,100.114166,42.2350159,6.70222473,9.16665649,53.0000038,1152,35,300,1050,0.950000048,0,34,47.4652672,30,38.4083824,100,487.9455,48.7911644,28,1.57038558,0.007537842
12/16/2021 11:46:10,36.8627472,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.42400026,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,48,29.5,118,26.5,111,111,110,2156.54956,1939.65515,100,100,100,100,100,43,46,45,45,46,3904.45337,3904.45337,3904.45337,3904.45337,49.0350647,41.5656624,0.476210058,2.391446,100.114189,42.4407654,6.73487473,9.1340065,53.0000038,1151,35,300,1050,0.950000048,0,34,47.4652672,30,38.4083824,100,487.9455,48.7911644,28,1.57038558,0.007537842
12/16/2021 11:46:11,38.4313736,100,49.80392,49.80392,49.80392,49.80392,0.544,1.008,3.42400026,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,47,29.5,118,26.5,111,111,110,2160,1928.57141,100,100,100,100,100,43,48,46,48,48,3904.45166,3904.45166,3904.45166,3904.45166,49.0117264,41.4967766,0.485313,2.55082846,100.114143,42.3185539,6.715481,9.1534,53.0000038,1149,35,300,1050,0.950000048,0,34,47.4652672,30,38.4083824,100,487.9455,48.7911644,28,1.57038558,0.007537842
12/16/2021 11:46:12,37.64706,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.40800023,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.992000043,0.15200001,0.128,0.136,0.120000005,0.136,46,29.5,118,26.5,111,111,110,2153.11,1925.82031,100,100,100,100,100,43,46,46,48,46,3904.4502,3904.4502,3904.4502,3904.4502,48.6532669,40.93667,0.6373903,2.78746414,100.114113,42.2248,6.70060349,9.168278,53.0000038,1151,35,300,1050,0.950000048,0,34,47.4652672,30,38.4083824,100,487.9455,48.7911644,28,1.57038558,0.007537842
12/16/2021 11:46:13,36.47059,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.42400026,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,47,29.5,118,26.5,111,111,110,2153.11,1917.61365,100,100,100,100,100,41,45,43,46,46,3904.45361,3904.45361,3904.45361,3904.45361,48.6814041,40.9243774,0.688109457,2.63263,100.1142,42.85075,6.79993439,9.068947,54.0000038,1151,35,300,1050,0.950000048,0,34,47.4652672,30,38.4083824,100,487.9455,48.7911644,28,1.57038558,0.007537842
12/16/2021 11:46:14,37.64706,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.40800023,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,47,29.5,118,26.5,111,111,110,2156.54956,1931.33044,100,100,100,100,100,45,46,47,48,48,3904.45117,3904.45117,3904.45117,3904.45117,48.8444672,41.12248,0.6987471,2.59251165,100.114128,43.3553,6.880001,8.98888,53.0000038,1151,35,300,1050,0.950000048,0,34,47.4652672,30,38.4083824,100,487.9455,48.7911644,28,1.57038558,0.007537842
12/16/2021 11:46:15,37.64706,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.42400026,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,47,29.5,118,26.5,111,111,110,2160,1925.82031,100,100,100,100,100,45,46,43,46,46,3904.45142,3904.45142,3904.45142,3904.45142,48.39956,40.8772964,0.453985125,2.705425,100.114136,43.5635719,6.91305161,8.95583,53.0000038,1152,35,300,1050,0.950000048,0,34,47.4652672,30,38.4083824,100,487.9648,48.7925873,28,1.57036555,0.007537842
12/16/2021 11:46:16,38.4313736,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.40800023,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,47,29.5,118,26.5,111,111,110,2156.54956,1928.57141,100,100,100,100,100,42,48,48,49,49,3904.45166,3904.45166,3904.45166,3904.45166,48.4642258,40.91498,0.5515535,2.54128981,100.114143,43.7227325,6.93830872,8.93057251,53.0000038,1151,35,300,1050,0.950000048,0,34,47.4652672,30,38.4083824,100,487.9648,48.7925873,28,1.57036555,0.007537842
