,/lpc/nct6793d/control/0,/lpc/nct6793d/control/1,/lpc/nct6793d/control/2,/lpc/nct6793d/control/3,/lpc/nct6793d/control/4,/lpc/nct6793d/control/5,/lpc/nct6793d/voltage/0,/lpc/nct6793d/voltage/1,/lpc/nct6793d/voltage/2,/lpc/nct6793d/voltage/3,/lpc/nct6793d/voltage/4,/lpc/nct6793d/voltage/5,/lpc/nct6793d/voltage/6,/lpc/nct6793d/voltage/7,/lpc/nct6793d/voltage/8,/lpc/nct6793d/voltage/9,/lpc/nct6793d/voltage/10,/lpc/nct6793d/voltage/11,/lpc/nct6793d/voltage/12,/lpc/nct6793d/voltage/13,/lpc/nct6793d/voltage/14,/lpc/nct6793d/temperature/0,/lpc/nct6793d/temperature/1,/lpc/nct6793d/temperature/2,/lpc/nct6793d/temperature/3,/lpc/nct6793d/temperature/4,/lpc/nct6793d/temperature/5,/lpc/nct6793d/temperature/6,/lpc/nct6793d/fan/0,/lpc/nct6793d/fan/1,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/atigpu/0/temperature/0,/atigpu/0/fan/0,/atigpu/0/control/0,/atigpu/0/clock/0,/atigpu/0/clock/1,/atigpu/0/voltage/0,/atigpu/0/load/0,/hdd/0/temperature/0,/hdd/0/load/0,/hdd/1/temperature/0,/hdd/1/load/0,/hdd/2/level/0,/hdd/2/data/0,/hdd/2/load/0,/hdd/2/temperature/0,/hdd/2/factor/0,/hdd/3/load/0
Time,"Fan Control #1","Fan Control #2","Fan Control #3","Fan Control #4","Fan Control #5","Fan Control #6","CPU VCore","Voltage #2","AVCC","3VCC","Voltage #5","Voltage #6","Voltage #7","3VSB","VBAT","VTT","Voltage #11","Voltage #12","Voltage #13","Voltage #14","Voltage #15","CPU Core","Temperature #1","Temperature #2","Temperature #3","Temperature #4","Temperature #5","Temperature #6","Fan #1","Fan #2","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Fan","GPU Fan","GPU Core","GPU Memory","GPU Core","GPU Core","Temperature","Used Space","Temperature","Used Space","Remaining Life","Total Bytes Written","Used Space","Temperature","Write Amplification","Used Space"
12/16/2021 12:14:50,26.27451,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.42400026,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,41,27.5,118,26.5,111,111,110,2173.913,1942.446,75.38461,73.8461456,80,86.15385,78.84615,40,42,41,41,43,3904.45117,3904.45117,3904.45117,3904.45117,39.6985474,32.05608,0.6963842,2.25414681,100.114136,35.1556244,5.578804,10.2900772,61.0000038,1346,40,900,1050,1.17500007,41,34,47.4652672,30,38.4083824,100,489.099945,48.7930756,31,1.57087183,0.007537842
12/16/2021 12:14:51,30.5882359,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.42400026,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,43,28,118,26.5,111,111,110,2173.913,1934.09741,87.69231,92.30769,86.15385,92.30769,89.61539,41,44,41,43,43,3904.45313,3904.45313,3904.45313,3904.45313,42.1957169,34.481987,0.6481412,2.5536356,100.114182,36.5977631,5.80765533,10.0612259,61.0000038,1347,40,900,1050,1.17500007,26,34,47.4652672,30,38.4083824,100,489.099945,48.7930756,31,1.57087183,0.007537842
12/16/2021 12:14:52,32.9411774,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.40800023,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,43,28,118,26.5,111,110,110,2160,1920.34143,98.4375,95.3125,93.75,100,96.875,38,42,40,43,43,3904.45117,3904.45117,3904.45117,3904.45117,43.1807327,35.4460373,0.6917787,2.594201,100.114128,38.7100563,6.142853,9.726028,61.0000038,1348,40,900,1050,1.17500007,0,34,47.4652672,30,38.4083824,100,489.099945,48.7930756,31,1.57087183,0.007537842
12/16/2021 12:14:53,32.9411774,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.40800023,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,43,28,118,26.5,111,110,110,2153.11,1928.57141,100,95.3125,92.1875,92.1875,94.921875,40,41,40,43,43,3904.45117,3904.45117,3904.45117,3904.45117,43.31211,35.63679,0.6616924,2.54070187,100.114136,40.69593,6.45798874,9.41089249,61.0000038,1346,40,900,1050,1.17500007,0,34,47.4652672,30,38.4083824,100,489.099945,48.7930756,31,1.57087183,0.007537842
12/16/2021 12:14:54,32.9411774,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.40800023,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,43,28,118,26.5,111,110,110,2153.11,1917.61365,96.875,92.1875,92.1875,93.75,93.75,36,44,44,42,43,3904.453,3904.453,3904.453,3904.453,43.1088524,35.42545,0.7018364,2.4110167,100.114174,41.9242,6.6529007,9.215981,61.0000038,1345,40,900,1050,1.17500007,0,34,47.4652672,30,38.4083824,100,489.099945,48.7930756,31,1.57087183,0.007537842
12/16/2021 12:14:55,32.9411774,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.40800023,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,43,28,118,26.5,111,111,110,2160,1939.65515,84.61539,83.07693,86.15385,95.38461,87.30769,37,38,44,44,44,3904.45166,3904.45166,3904.45166,3904.45166,41.2793465,33.6537247,0.7003417,2.205408,100.114143,42.53252,6.74943542,9.119446,61.0000038,1344,40,900,1050,1.17500007,0,34,47.4652672,30,38.4083824,100,489.099945,48.7930756,31,1.57087183,0.007537842
12/16/2021 12:14:56,32.9411774,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.40800023,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,43,28,118,26.5,111,110,110,2166.934,1931.33044,90.76923,81.53846,90.76923,96.92308,90,41,38,43,42,42,3904.45215,3904.45215,3904.45215,3904.45215,41.84175,34.16154,0.6820363,2.434228,100.114159,39.16828,6.21556854,9.653313,61.0000038,1344,40,900,1050,1.17500007,0,34,47.4652672,30,38.4083824,100,489.099945,48.7930756,31,1.57087183,0.007537842
12/16/2021 12:14:57,32.9411774,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.40800023,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,42,28,118,26.5,111,111,110,2170.418,1936.87231,100,92.42424,93.93939,95.4545441,95.4545441,43,40,41,42,43,3904.45068,3904.45068,3904.45068,3904.45068,42.9813461,35.129818,0.748732746,2.62204242,100.11412,39.744133,6.30694962,9.561932,61.0000038,1342,40,900,1050,1.17500007,25,34,47.4652672,30,38.4083824,100,489.099945,48.7930756,31,1.57087183,0.007537842
12/16/2021 12:14:58,32.9411774,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.40800023,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,44,28,118,26.5,111,111,110,2170.418,1945.245,90.47619,85.71429,85.71429,85.71429,86.90476,43,46,43,45,46,3904.45313,3904.45313,3904.45313,3904.45313,42.6822281,35.1198,0.624880552,2.16438866,100.114182,40.1720276,6.374851,9.49403,60.0000038,1342,40,900,1050,1.17500007,23,34,47.4652672,30,38.4083824,100,489.099945,48.7930756,31,1.57087183,0.007537842
12/16/2021 12:14:59,34.11765,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.008,3.42400026,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,44,28,118,26.5,111,110,110,2160,1936.87231,84.61539,76.92308,87.69231,92.30769,85.38461,36,43,42,41,43,3904.45215,3904.45215,3904.45215,3904.45215,42.4396629,35.0645,0.491817832,2.002444,100.114159,40.69749,6.45823669,9.410645,59.0000038,1343,40,300,1050,0.950000048,0,34,47.4652672,30,38.4083824,100,489.099945,48.7930756,31,1.57087183,0.007537842
12/16/2021 12:15:00,32.9411774,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.40800023,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,42,28,118,26.5,111,110,110,2166.934,1928.57141,84.375,78.125,78.125,93.75,83.59375,38,40,40,42,42,3904.45068,3904.45068,3904.45068,3904.45068,40.5184631,33.0070267,0.5732012,2.161619,100.11412,44.71323,7.0954895,8.773392,60.0000038,1342,40,900,1050,1.17500007,0,34,47.4652672,30,38.4083824,100,489.099945,48.7930756,31,1.57087183,0.007537842
12/16/2021 12:15:01,32.1568642,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.40800023,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,42,28,118,26.5,111,110,110,2170.418,1939.65515,64.61538,75.38461,66.15385,87.69231,73.46154,37,43,43,42,42,3904.452,3904.452,3904.452,3904.452,38.3001747,30.34874,1.0190438,2.11869025,100.114151,45.55969,7.22981262,8.639069,61.0000038,1338,40,900,1050,1.17500007,0,34,47.4652672,30,38.4083824,100,489.099945,48.7930756,31,1.57087183,0.007537842
12/16/2021 12:15:02,32.1568642,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.42400026,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,42,28,118,26.5,111,111,110,2166.934,1950.86707,70.3125,67.1875,81.25,84.375,75.78125,34,37,39,42,41,3904.45313,3904.45313,3904.45313,3904.45313,38.963974,30.9619827,0.9392298,2.39628673,100.114182,46.7776375,7.423088,8.445793,64,1381,42,900,1050,1.17500007,0,34,47.4652672,30,38.4083824,100,489.099945,48.7930756,31,1.57087183,0.007537842
12/16/2021 12:15:03,32.1568642,100,49.80392,49.80392,49.80392,49.80392,0.568,1.008,3.42400026,3.3920002,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,42,28.5,118,26.5,111,111,110,2156.54956,1914.89368,81.53846,78.46154,73.8461456,81.53846,78.84615,34,37,38,40,40,3904.45142,3904.45142,3904.45142,3904.45142,37.922863,30.2480526,0.685925841,2.29875016,100.114136,47.1422348,7.48094559,8.387936,65,1439,43,900,1050,1.17500007,0,34,47.4652672,30,38.4083824,100,489.099945,48.7930756,31,1.57087183,0.007537842
12/16/2021 12:15:04,32.1568642,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.008,3.42400026,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,41,28.5,118,26.5,111,111,110,2153.11,1928.57141,60.0000038,56.92308,69.2307739,84.61539,67.69231,40,38,42,43,43,3904.45166,3904.45166,3904.45166,3904.45166,37.382515,29.8289,0.5970237,2.2315495,100.114143,47.4909935,7.536289,8.332592,65,1480,43,900,1050,1.17500007,0,34,47.4652672,30,38.4083824,100,489.099945,48.7930756,31,1.57087183,0.007537842
12/16/2021 12:15:05,32.9411774,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.42400026,3.3920002,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,43,28.5,118,26.5,111,110,110,2153.11,1939.65515,86.36364,81.8181839,80.30303,93.93939,85.6060638,38,43,41,45,45,3904.45215,3904.45215,3904.45215,3904.45215,41.48107,33.604744,0.8222995,2.368443,100.114159,47.38479,7.519436,8.349445,65,1517,44,900,1050,1.17500007,0,34,47.4652672,30,38.4083824,100,489.099945,48.7930756,31,1.57087183,0.007537842
12/16/2021 12:15:06,32.9411774,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.008,3.40800023,3.3920002,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,43,28.5,118,26.5,111,111,110,2149.68164,1928.57141,74.60318,88.88889,74.60318,92.06349,82.53968,41,36,41,39,43,3904.45166,3904.45166,3904.45166,3904.45166,40.6405563,32.63581,1.019919,2.22715,100.114143,47.4855347,7.53542328,8.333458,65,1532,44,900,1050,1.17500007,81,34,47.4652672,30,38.4083824,100,489.099945,48.7930756,31,1.57087183,0.007537842
12/16/2021 12:15:07,32.9411774,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.008,3.40800023,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,42,28.5,118,26.5,111,111,110,2170.418,1939.65515,76.5625,82.8125,76.5625,82.8125,79.6875,40,42,40,44,44,3904.45215,3904.45215,3904.45215,3904.45215,39.8774033,32.0571,0.851854444,2.25199914,100.114159,47.6861153,7.567253,8.301628,66,1531,44,900,1050,1.17500007,95,34,47.4652672,30,38.4083824,100,489.099945,48.7930756,31,1.57087183,0.007537842
12/16/2021 12:15:08,32.1568642,100,49.80392,49.80392,49.80392,49.80392,0.544,1.008,3.42400026,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,42,28.5,118,26.5,111,111,110,2160,1928.57141,79.6875,87.5,89.0625,92.1875,87.109375,40,42,40,43,43,3904.452,3904.452,3904.452,3904.452,40.74189,33.114994,0.60782063,2.41999054,100.114151,43.9490623,6.974224,8.894657,67,1537,44,900,1050,1.17500007,97,34,47.4652672,30,38.4083824,100,489.099945,48.7930756,31,1.57087183,0.007537842
12/16/2021 12:15:09,32.1568642,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.42400026,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,43,28.5,118,26.5,111,111,110,2163.46143,1939.65515,95.3125,75,89.0625,87.5,86.71875,38,41,40,42,42,3904.447,3904.447,3904.447,3904.447,40.61949,32.96391,0.617322147,2.30930734,100.114029,43.39821,6.8868103,8.982071,66,1571,44,900,1050,1.17500007,99,34,47.4652672,30,38.4083824,100,489.099945,48.7930756,31,1.57087183,0.007537842
12/16/2021 12:15:10,32.9411774,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.40800023,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,42,28.5,118,26.5,111,110,110,2153.11,1923.0769,82.8125,76.5625,78.125,82.8125,80.078125,38,42,42,43,43,3904.457,3904.457,3904.457,3904.457,39.3939171,31.7812462,0.644477546,2.281008,100.114281,43.33919,6.877445,8.991436,65,1578,44,900,1050,1.17500007,99,34,47.4652672,30,38.4083824,100,489.099945,48.7930756,31,1.57087183,0.007537842
12/16/2021 12:15:11,33.3333321,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.42400026,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,45,28.5,118,26.5,111,111,110,2170.418,1939.65515,90.625,93.75,100,96.875,95.3125,44,46,45,47,47,3904.45117,3904.45117,3904.45117,3904.45117,45.8134575,38.07586,0.7715344,2.228817,100.114136,43.62076,6.922127,8.946754,62.0000038,1581,44,900,1050,1.17500007,86,34,47.4652672,30,38.4083824,100,489.099945,48.7930756,31,1.57087183,0.007537842
12/16/2021 12:15:12,35.294117,100,49.80392,49.80392,49.80392,49.80392,0.544,1.008,3.42400026,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,45,28.5,118,26.5,111,110,110,2149.68164,1925.82031,100,95.38461,96.92308,98.46154,97.69231,43,43,43,42,43,3904.45068,3904.45068,3904.45068,3904.45068,45.9467621,38.035778,1.02014029,2.16641974,100.11412,43.7310257,6.939625,8.929256,62.0000038,1577,44,900,1050,1.17500007,73,34,47.4652672,30,38.4083824,100,489.099945,48.7930756,31,1.57087183,0.007537842
12/16/2021 12:15:13,34.11765,100,49.80392,49.80392,49.80392,49.80392,0.544,1.008,3.40800023,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,43,28.5,118,26.5,111,111,110,2156.54956,1917.61365,92.06349,84.12698,80.9523849,92.06349,87.30159,34,40,41,44,44,3904.45313,3904.45313,3904.45313,3904.45313,40.9364929,33.2938347,0.7310624,2.05288363,100.114182,44.1467323,7.00559235,8.863289,61.0000038,1577,44,900,1050,1.17500007,54,34,47.4652672,30,38.4083824,100,489.099945,48.7930756,31,1.57087183,0.007537842
12/16/2021 12:15:14,32.9411774,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.42400026,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.992000043,0.15200001,0.128,0.136,0.120000005,0.136,43,28.5,118,26.5,111,111,110,2160,1914.89368,81.25,79.6875,75,95.3125,82.8125,38,42,41,41,42,3904.45239,3904.45239,3904.45239,3904.45239,38.6786041,31.6382847,0.137853637,2.04896522,100.114159,44.10245,6.99856567,8.870316,62.0000038,1541,40,900,1050,1.17500007,41,34,47.4652672,30,38.4083824,100,489.099945,48.7930756,31,1.57087183,0.007537842
12/16/2021 12:15:15,32.1568642,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.42400026,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,42,28.5,118,26.5,111,111,110,2166.934,1942.446,87.5,78.125,79.6875,87.5,83.203125,39,38,42,40,42,3904.452,3904.452,3904.452,3904.452,37.4344368,30.3710384,0.192746654,1.95121372,100.114151,44.41705,7.04848862,8.820393,61.0000038,1373,40,300,1050,0.950000048,0,34,47.4652672,30,38.4083824,100,489.099945,48.7930756,31,1.57087183,0.007537842
12/16/2021 12:15:17,32.1568642,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.008,3.42400026,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,43,28.5,118,26.5,111,111,110,2170.418,1928.57141,81.25,84.375,87.5,90.625,85.9375,37,44,40,41,42,3904.45166,3904.45166,3904.45166,3904.45166,40.6918335,33.0478859,0.7031989,2.22834826,100.114151,44.7583046,7.102642,8.766239,64,1355,42,900,1050,1.17500007,0,34,47.4652672,30,38.4083824,100,489.10614,48.7926025,31,1.570865,0.007537842
12/16/2021 12:15:17,32.9411774,100,49.80392,49.80392,49.80392,49.80392,0.552000046,1.008,3.42400026,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,43,28.5,118,26.5,111,111,110,2153.11,1928.57141,93.75,85.9375,79.6875,89.0625,87.109375,36,42,41,42,41,3904.45068,3904.45068,3904.45068,3904.45068,41.8481445,33.81982,1.02020872,2.358355,100.11412,44.9281845,7.12960052,8.739281,65,1447,43,900,1050,1.17500007,0,34,47.4652672,30,38.4083824,100,489.10614,48.7926025,31,1.570865,0.007537842
12/16/2021 12:15:18,32.9411774,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.42400026,3.40800023,0.992000043,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,42,28.5,118,26.5,111,111,110,2173.913,1942.446,89.0625,92.1875,92.1875,92.1875,91.40625,35,36,35,40,40,3904.45313,3904.45313,3904.45313,3904.45313,40.10983,32.32442,0.8343544,2.31877613,100.114182,39.5088921,6.269619,9.599262,62.0000038,1490,43,900,1050,1.17500007,0,34,47.4652672,30,38.4083824,100,489.10614,48.7926025,31,1.570865,0.007537842
12/16/2021 12:15:19,30.9803925,100,49.80392,49.80392,49.80392,49.80392,0.56,1.008,3.40800023,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,38,28.5,118,26.5,111,110,110,2153.11,1928.57141,39.0625,64.0625,28.125,20.3125,37.890625,30,30,45,30,45,4004.566,4104.68,4004.566,800.9132,24.70597,16.9338264,0.9340454,1.62396407,100.114151,26.8990631,4.26858139,11.6003,61.0000038,1493,43,900,1050,1.17500007,0,34,47.4652672,30,38.4083824,100,489.10614,48.7926025,31,1.570865,0.007537842
12/16/2021 12:15:20,28.62745,100,49.80392,49.80392,49.80392,49.80392,0.39200002,1.008,3.40800023,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,29,28.5,118,26.5,111,111,110,2156.54956,1928.57141,6.25,9.375,10.9375,4.6875,7.8125,27,28,27,26,28,800.9127,800.9127,800.9127,800.9127,8.823883,1.36645675,0.749310434,1.07881343,100.11409,26.3356247,4.1791687,11.6897125,61.0000038,1493,43,900,1050,1.17500007,0,34,47.4652672,30,38.4083824,100,489.10614,48.7926025,31,1.570865,0.007537842
12/16/2021 12:15:21,21.9607849,100,49.80392,49.80392,49.80392,49.80392,0.39200002,1.016,3.40800023,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,28,28.5,118,26.5,111,111,110,2156.54956,1917.61365,0,0,1.53846145,6.153846,1.9230783,27,27,26,27,28,800.913269,1301.48413,1301.48413,1301.48413,8.355689,1.242003,0.414665818,1.04727149,100.114159,26.293457,4.17247772,11.6964035,61.0000038,1492,43,900,1050,1.17500007,29,34,47.4652672,30,38.4083824,100,489.10614,48.7926025,31,1.570865,0.007537842
12/16/2021 12:15:22,20,100,49.80392,49.80392,49.80392,49.80392,0.39200002,1.016,3.42400026,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,27,28.5,118,26.5,111,111,110,2173.913,1953.69031,6.25,6.25,7.8125,10.9375,7.8125,27,28,26,26,28,800.913452,800.913452,800.913452,800.913452,8.636265,1.80005848,0.149638712,1.07749629,100.114182,26.2863617,4.17135239,11.6975288,60.0000038,1495,43,900,1050,1.17500007,23,34,47.4652672,30,38.4083824,100,489.10614,48.7926025,31,1.570865,0.007537842
12/16/2021 12:15:23,20,100,49.80392,49.80392,49.80392,49.80392,0.39200002,1.016,3.42400026,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.992000043,0.15200001,0.128,0.136,0.120000005,0.136,27,28.5,118,26.5,111,110,110,2160,1939.65515,3.125,1.5625,3.125,9.375,4.296875,26,27,25,26,27,800.9129,800.9129,800.9129,800.9129,7.930822,1.11444974,0.127351716,1.05156827,100.114113,26.2423019,4.16436,11.7045212,60.0000038,1496,43,300,1050,0.950000048,0,34,47.4652672,30,38.4083824,100,489.10614,48.7926025,31,1.570865,0.007537842
12/16/2021 12:15:24,20,100,49.80392,49.80392,49.80392,49.80392,0.39200002,1.016,3.42400026,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.992000043,0.15200001,0.128,0.136,0.120000005,0.136,27,28.5,118,26.5,111,111,110,2170.418,1931.33044,1.53846145,1.53846145,3.076923,6.153846,3.076923,26,28,25,26,28,800.9132,800.9132,800.9132,800.9132,7.86652374,1.04665744,0.134664714,1.03902245,100.114151,26.2330475,4.16289139,11.70599,60.0000038,1494,43,300,1050,0.950000048,0,34,47.4652672,30,38.4083824,100,489.10614,48.7926025,31,1.570865,0.007537842
12/16/2021 12:15:25,20,100,49.80392,49.80392,49.80392,49.80392,0.39200002,1.016,3.42400026,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,27,28,118,26.5,111,111,110,2160,1939.65515,3.125,3.125,0,9.375,3.90625,27,27,26,26,28,1301.48438,800.913452,800.913452,800.913452,7.854361,1.040793,0.1283744,1.03915179,100.114182,26.1927338,4.156494,11.7123871,59.0000038,1339,39,300,1050,0.950000048,0,34,47.4652672,30,38.4083824,100,489.10614,48.7926025,31,1.570865,0.007537842
12/16/2021 12:15:26,20,100,49.80392,49.80392,49.80392,49.80392,0.39200002,1.016,3.42400026,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,27,28,118,26.5,111,110,110,2160,1920.34143,1.5625,1.5625,1.5625,3.125,1.953125,26,27,25,26,27,800.913,800.913,800.913,800.913,7.87081051,1.05583823,0.128548548,1.03874338,100.114128,26.18644,4.15549469,11.7133865,59.0000038,1290,39,300,1050,0.950000048,0,34,47.4652672,30,38.4083824,100,489.10614,48.7926025,31,1.570865,0.007537842
12/16/2021 12:15:27,20.7843132,100,49.80392,49.80392,49.80392,49.80392,0.39200002,1.016,3.42400026,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,27,28,118,26.5,111,111,110,2170.418,1942.446,3.125,4.6875,7.8125,9.375,6.25,27,27,25,26,27,800.9132,800.9132,800.9132,800.9132,8.065608,1.23687911,0.136882022,1.05443072,100.114151,26.15026,4.14975357,11.7191277,59.0000038,1283,39,300,1050,0.950000048,0,34,47.4652672,30,38.4083824,100,489.10614,48.7926025,31,1.570865,0.007537842
12/16/2021 12:15:28,21.9607849,100,49.80392,49.80392,49.80392,49.80392,0.39200002,1.016,3.40800023,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,27,28,118,26.5,111,110,110,2156.54956,1917.61365,1.5625,3.125,3.125,6.25,3.515625,26,27,26,26,27,800.913147,800.913147,800.913147,800.913147,8.06570148,1.25377512,0.1266673,1.05422235,100.114143,26.155426,4.15057373,11.7183075,59.0000038,1284,39,300,1050,0.950000048,0,34,47.4652672,30,38.4083824,100,489.10614,48.7926025,31,1.570865,0.007537842
12/16/2021 12:15:29,21.9607849,100,49.80392,49.80392,49.80392,49.80392,0.39200002,1.016,3.40800023,3.40800023,1,0.15200001,0.992000043,3.40800023,3.2,0.984,0.15200001,0.128,0.136,0.120000005,0.136,27,27.5,118,26.5,111,110,110,2166.934,1953.69031,0,0,3.125,4.6875,1.953125,26,27,25,26,28,800.9135,800.9135,800.9135,800.9135,7.7918334,0.9651668,0.1341303,1.0370028,100.114189,26.1567,4.150776,11.7181053,59.0000038,1283,39,300,1050,0.950000048,0,34,47.4652672,30,38.4083824,100,489.10614,48.7926025,31,1.570865,0.007537842
